merchant_id,segment,cities,name,tier,score,top_rank,channel,phone_masked,contact_note,instagram_handle,website_domain,bnpl_status_final,reviews_count,rating,n_locations,owner_name_verified,hook_from_page,flags,score_exclusion
m_7c4542ef9d,B_custom_furniture,riyadh,تفصيل ستائر و مجالس,B,79,,mobile_or_whatsapp,+9665•••••922,mobile in Google Maps,,,unchecked,8,5,1,False,False,BNPL unchecked,
m_7dda7e5e97,A_aesthetic_clinics,jeddah,DermElite,A,86,,mobile_or_whatsapp,+9665•••••030,mobile in Google Maps,dermelitejeddah,dermelitejeddah.com,not_detected,311,4.8,1,False,True,medical: Risk review,
m_7df4ba648c,B_custom_furniture,riyadh,اقرب محلات للستائر والمفروشات والكنب والمجالس العربيه,B,82,,mobile_or_whatsapp,+9665•••••966,mobile in Google Maps,,,unchecked,13,4.5,1,False,False,BNPL unchecked,
m_7e4fffff1a,A_aesthetic_clinics,riyadh,Kadoon Company,,,,other_phone,+9661•••••888,landline in Google Maps,,kadoon.com,unchecked,26,4.2,1,False,False,,A: no segment signal in name or category
m_7e87659d2d,B_custom_furniture,jeddah,مفروشات الكرسي الذهبي للأثاث المنزلي و الفندقي,,,,mobile_or_whatsapp,+9665•••••917,mobile in Google Maps,,goldenchair.sa,unchecked,270,4.8,1,False,False,,B: no segment signal in name or category
m_7e9bce680c,A_aesthetic_clinics,jeddah,دكتورة عبير زنداقي - عيادات دي براكسس,A,88,,mobile_or_whatsapp_and_name,+9665•••••886,mobile in Google Maps,,drameerzahrawi.com,not_detected,78,4.9,1,True,True,medical: Risk review,
m_7eb6a6cecf,B_custom_furniture,jeddah,تفصيل غرف نوم الإبتكار للتفصيل,B,73,,mobile_or_whatsapp,+9665•••••973,mobile in Google Maps,,,unchecked,10,1.9,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_7f0199abdb,B_custom_furniture,jeddah|riyadh,Sedar - King Abdullah Road,,,,other_phone,+9661•••••050,landline in Google Maps,,sedarglobal.com,unchecked,725,4,3,False,False,,"B: multi-city company, not a local workshop"
m_7f2f63e861,B_custom_furniture,riyadh,تفصيل الستائر,B,79,,mobile_or_whatsapp,+9665•••••601,mobile in Google Maps,,curtainshook.com,unchecked,5,5,1,False,False,BNPL unchecked,
m_7fd23d1005,B_custom_furniture,riyadh,معلم حسن تفصيل ستاير و مجالس,A,84,,mobile_or_whatsapp_and_name,+9665•••••292,mobile in Google Maps,,,unchecked,6,5,1,True,False,BNPL unchecked,
m_800c51cc35,A_aesthetic_clinics,jeddah,أخصائية البشرة والتجميل سهى الدسوقي,B,81,,mobile_or_whatsapp_and_name,+9665•••••141,mobile in Google Maps,soha_dassouki,,unchecked,39,4.9,1,True,False,medical: Risk review; BNPL unchecked,
m_803d6f85b7,C_salla_zid_d2c,,عود الجميلة - منصة سلة,,,,none,,,,,unchecked,0,,0,False,False,,segment rejected: bnpl_saturation
m_80630c595e,A_aesthetic_clinics,riyadh,Clear Clinic,,,,mobile_or_whatsapp,+9665•••••544,mobile in Google Maps,clearclinic.ksa,clearclinic-sa.com,unchecked,187,4.8,1,False,False,,A: no segment signal in name or category
m_813b4d83c7,A_aesthetic_clinics,riyadh,مجمع روت الطبي,B,72,,other_phone,+9661•••••640,landline in Google Maps,,root-clinics.com,unchecked,1038,4.5,1,False,False,medical: Risk review; BNPL unchecked,
m_81476243a1,A_aesthetic_clinics,riyadh,Beauty Station clinics,B,79,,mobile_or_whatsapp,+9665•••••572,mobile in Google Maps,,valeryclinics.com,unchecked,1085,4.2,1,False,False,medical: Risk review; BNPL unchecked,
m_8166dcd774,A_aesthetic_clinics,jeddah,Elements Clinics,B,67,,none,,,,,unchecked,559,4.5,1,False,False,medical: Risk review; BNPL unchecked,
m_819a030a77,B_custom_furniture,jeddah,الوجيه للتنجيد,B,82,,mobile_or_whatsapp,+9665•••••674,mobile in Google Maps,,,unchecked,33,4.3,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_837bebc73b,A_aesthetic_clinics,riyadh,مجمع مايا الطبي الرياض MAYA CLINIC,B,75,,other_phone,+9661•••••184,landline in Google Maps,,,unchecked,1589,4.4,1,False,False,medical: Risk review; BNPL unchecked,
m_83fb124a3e,C_salla_zid_d2c,,عبايات دام متجر عبايات فخمة سوداء وملونة أونلاين,,,,none,,,,,unchecked,0,,0,False,False,,segment rejected: bnpl_saturation
m_84f740e1ef,B_custom_furniture,jeddah|riyadh,Alguthmi textile co | شركة القثمي للأقمشة,,,,none,,,,guthmi.net,unchecked,1293,4.1,4,False,False,,"B: multi-city company, not a local workshop"
m_8595400fe1,B_custom_furniture,jeddah,محل الفارس لتفصيل الكنب والمجالس العربيه,B,79,,mobile_or_whatsapp,+9665•••••462,mobile in Google Maps,,,unchecked,11,4.4,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_86140d83c8,B_custom_furniture,jeddah,سليب ركن المفروشات الراقية,,,,mobile_or_whatsapp,+9665•••••796,mobile in Google Maps,,,unchecked,17,4.8,1,False,False,,B: no segment signal in name or category
m_86318f7471,A_aesthetic_clinics,jeddah,Sky Specialized Clinics,,,,instagram,,Instagram,skyclinicsa,skyclinic.net,unchecked,1478,4.3,1,False,False,,A: no segment signal in name or category
m_864f05cd95,B_custom_furniture,riyadh,تفصيل ستائر و مجالس,A,89,,mobile_or_whatsapp,+9665•••••722,mobile in Google Maps,,curtainsandblindserviceriyadh.site,not_detected,17,4.8,1,False,True,reserve: tied at the Top-list cutoff score,
m_86be94e5f8,A_aesthetic_clinics,riyadh,عيادة البروفيسور ناصر الجاسر لطب الاسنان,A,88,,mobile_or_whatsapp_and_name,+9665•••••151,mobile in Google Maps,prof_nasser_aljasser,nasserclinics.com,not_detected,128,4.6,1,True,True,medical: Risk review,
m_870700e883,B_custom_furniture,riyadh,"Sofa upholstery, Curtain محل تفصيل ستائر ويفي و تنجيد كنب",B,82,,mobile_or_whatsapp,+9665•••••071,mobile in Google Maps,curtainsofa1,,unchecked,30,4.9,1,False,False,BNPL unchecked,
m_871626d681,C_salla_zid_d2c,,متجر ميكس بيوتي - افضل موقع عطور اصلية باعلى جودة ...,,,,none,,,,,unchecked,0,,0,False,False,,segment rejected: bnpl_saturation
m_876da56101,B_custom_furniture,jeddah,ستائر تفصيل ستائر تفصيل كنب مفروشات الشروق,B,79,,mobile_or_whatsapp,+9665•••••549,mobile in Google Maps,,,unchecked,18,4.2,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_876f45bb49,A_aesthetic_clinics,jeddah,عيادة اكلا بيوتي,,,,other_phone,+9661•••••302,landline in Google Maps,,eclaclinics.com,unchecked,74,4.5,1,False,False,,A: no segment signal in name or category
m_89107f84d7,B_custom_furniture,riyadh,تفصیل ستائر وكنبات,B,82,,mobile_or_whatsapp,+9665•••••550,mobile in Google Maps,,,unchecked,36,4.8,1,False,False,BNPL unchecked,
m_8928dd82cf,B_custom_furniture,jeddah,معرض النجاح لبيع وتفصيل جميع أنواع المجالس العربيه المغربيه,C,61,,none,,,,,unchecked,1,5,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_893d4994cc,A_aesthetic_clinics,jeddah,Dr. Khaled Shaheen,B,81,,mobile_or_whatsapp_and_name,+9665•••••164,mobile in Google Maps,,,unchecked,3,5,1,True,False,medical: Risk review; BNPL unchecked,
m_895ac7a8c6,C_salla_zid_d2c,,Abaya - سلة,,,,none,,,,,unchecked,0,,0,False,False,,segment rejected: bnpl_saturation
m_8b02d8f0ba,A_aesthetic_clinics,riyadh,Pro Derma,B,82,,mobile_or_whatsapp,+9665•••••411,mobile in Google Maps,,proderma-clinics.com,unchecked,1135,4.2,1,False,False,medical: Risk review; BNPL unchecked,
m_8b4a89a8b6,A_aesthetic_clinics,riyadh,Ok Clinic,B,79,,mobile_or_whatsapp,+9661•••••000,number on the merchant website (not stored),okclinics,okclinics.sa,competitor_only,2602,4,1,False,True,medical: Risk review,
m_8b7673b3f3,A_aesthetic_clinics,jeddah,مجمع عيادات الجمال الافضل,B,77,,instagram,,Instagram,best1clinic,,unchecked,2026,4.1,1,False,False,medical: Risk review; BNPL unchecked,
m_8b8a836433,A_aesthetic_clinics,riyadh,Venus beauty Clinics,B,76,,mobile_or_whatsapp,+9665•••••517,mobile in Google Maps,,,unchecked,79,4.8,1,False,False,medical: Risk review; BNPL unchecked,
m_8b9e14123e,B_custom_furniture,riyadh,تفصيل ستائر و مجالس,B,70,,mobile_or_whatsapp,+9665•••••366,mobile in Google Maps,,,unchecked,0,,1,False,False,BNPL unchecked,
m_8bade82ca1,A_aesthetic_clinics,jeddah,عيادة الدكتور رحاب صيرفي | جلدية تجميل ليزر,B,81,,mobile_or_whatsapp_and_name,+9665•••••929,mobile in Google Maps,drserafi,drserafi.com,unchecked,132,4.8,1,True,False,medical: Risk review; BNPL unchecked,
m_8c11995612,C_salla_zid_d2c,,عود موروكي دقة فاخر اوقية,,,,none,,,,,unchecked,0,,0,False,False,,segment rejected: bnpl_saturation
m_8c1693468a,B_custom_furniture,riyadh,تفصيل ستائر شيخه,A,88,,mobile_or_whatsapp,+9665•••••420,mobile in Google Maps,,merkabalarz.com,unchecked,170,4.9,3,False,False,BNPL unchecked,
m_8c2fd797a6,A_aesthetic_clinics,jeddah,مجمع غيم الطبي للأسنان و الجلدية و الليزر,B,70,,none,,,,ghaymmedical.com,unchecked,2699,4.7,1,False,False,medical: Risk review; BNPL unchecked,
m_8c3bd4f0fb,B_custom_furniture,jeddah,Trend,,,,mobile_or_whatsapp,+9665•••••733,mobile in Google Maps,,,unchecked,371,3.9,1,False,False,,B: no segment signal in name or category
m_8c4fb17180,B_custom_furniture,riyadh,تفصيل ستائر تركيب ستاير,A,85,,mobile_or_whatsapp,+9665•••••151,mobile in Google Maps,,,unchecked,58,4.6,1,False,False,BNPL unchecked,
m_8d5d0ea9b4,A_aesthetic_clinics,riyadh,مزدانة للاسنان و الجلدية,C,58,,none,,,,,unchecked,254,3.5,1,False,False,medical: Risk review; BNPL unchecked,
m_8d88675aeb,B_custom_furniture,riyadh,مؤسسة الصالح للمفروشات,,,,mobile_or_whatsapp,+9665•••••048,mobile in Google Maps,,,unchecked,9,4.4,1,False,False,,B: no segment signal in name or category
m_8dfd0c9496,B_custom_furniture,jeddah,محل الخليج للديكور.Al khaleel Curtain Decore,B,76,,mobile_or_whatsapp,+9665•••••616,mobile in Google Maps,,,unchecked,3,5,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_8e0d0fe74f,B_custom_furniture,jeddah,الوان التميز للكنب والستائر,B,76,,mobile_or_whatsapp,+9665•••••109,mobile in Google Maps,,,unchecked,4,5,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_8e3ea61fef,A_aesthetic_clinics,jeddah,AQUA Dent Clinics,B,73,,mobile_or_whatsapp,,number on the merchant website (not stored),aquadentistry,aquadentistry.com,generic_installment,307,4.8,1,False,True,medical: Risk review,
m_8e412e5f5d,B_custom_furniture,riyadh,Alwan Siraj curtains,B,79,,mobile_or_whatsapp,+9665•••••490,mobile in Google Maps,,,unchecked,42,3.7,1,False,False,BNPL unchecked,
m_8e9079193f,B_custom_furniture,jeddah,مطابخ البيت العريق,,,,mobile_or_whatsapp,+9665•••••579,mobile in Google Maps,,,unchecked,176,4.7,1,False,False,,B: no segment signal in name or category
m_8eb0991767,B_custom_furniture,riyadh,البر يکة تفصيل مجالس وستائر عربية,B,73,,mobile_or_whatsapp,+9665•••••553,mobile in Google Maps,,,unchecked,4,4,1,False,False,BNPL unchecked,
m_8f46571563,B_custom_furniture,riyadh,تفصيل ستائر و مجالس,B,76,,mobile_or_whatsapp,+9665•••••690,mobile in Google Maps,,,unchecked,2,5,1,False,False,BNPL unchecked,
m_8fd0018b50,B_custom_furniture,riyadh,ام دي اس انوفيشن للتأثيث,B,70,,mobile_or_whatsapp,+9665•••••625,mobile in Google Maps,mds_furnishing,,unchecked,0,,1,False,False,BNPL unchecked,
m_90108f37d6,B_custom_furniture,jeddah,تفصيل ستائر,B,82,,mobile_or_whatsapp,+9665•••••082,mobile in Google Maps,,,unchecked,14,4.7,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_90272e0301,A_aesthetic_clinics,riyadh,Maleen Consultant Center,A,87,,instagram,,Instagram,maleenclinic,maleenclinic.com,not_detected,4004,4.5,1,False,True,medical: Risk review,
m_90d81974f1,B_custom_furniture,jeddah,Al Nassaj Textile,,,,other_phone,+9661•••••317,landline in Google Maps,,alnassaj.com,unchecked,146,4.4,1,False,False,,B: no segment signal in name or category
m_90db05fa2a,B_custom_furniture,jeddah,مؤسسة خيوط البيوتات الذكية,A,85,,mobile_or_whatsapp,+9665•••••958,mobile in Google Maps,,,unchecked,84,4.8,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_915c8154ba,B_custom_furniture,jeddah,بيهس الذهبية للكنب و الستائر,B,82,,mobile_or_whatsapp,+9665•••••656,mobile in Google Maps,,,unchecked,30,4.7,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_9193eb4bff,A_aesthetic_clinics,jeddah,Transparency Dental Clinics | شفافية لطب الأسنان,B,79,,mobile_or_whatsapp,+9665•••••388,mobile in Google Maps,tclinics_,,unchecked,449,4.9,1,False,False,medical: Risk review; BNPL unchecked,
m_926fbfdf60,A_aesthetic_clinics,jeddah,اللمسة التجميلية,B,70,,mobile_or_whatsapp,+9665•••••856,mobile in Google Maps,,cosmetictouch.net,unchecked,137,3.7,1,False,False,medical: Risk review; BNPL unchecked,
m_9380ac9bcd,B_custom_furniture,jeddah,Qasr Al Saraya Furniture Jeddah,,,,other_phone,+9661•••••080,landline in Google Maps,,qsf.sa,unchecked,1228,4.4,1,False,False,,B: no segment signal in name or category
m_93e24ecdf1,B_custom_furniture,riyadh,مؤسسة بشر الرياض للتجارة( ستائر ),B,82,,mobile_or_whatsapp,+9665•••••380,mobile in Google Maps,,,unchecked,19,4.7,1,False,False,BNPL unchecked,
m_943ed5fa35,A_aesthetic_clinics,riyadh,مجمع عيادات حكماء نجد الطبي ، ليزر ، جلدية ، تجميل,B,75,,instagram,+9661•••••800,Instagram,hokmaanajd,hokamaanajd.com,not_detected,188,3.6,1,False,True,medical: Risk review,
m_94a38b7b41,A_aesthetic_clinics,jeddah,Dr Omar Ezzo | د.عمر عزو الشوبكي,B,81,,mobile_or_whatsapp_and_name,+9665•••••347,mobile in Google Maps,,dromarezzo.com,unchecked,22,4.8,1,True,False,medical: Risk review; BNPL unchecked,
m_94c4aa3a81,A_aesthetic_clinics,riyadh,Avant Clinics,A,86,,mobile_or_whatsapp,+9661•••••050,number on the merchant website (not stored),avantclinics,avantclinic.sa,not_detected,674,4.2,1,False,True,medical: Risk review,
m_95461ca3fa,B_custom_furniture,jeddah,Rockets Auction,,,,mobile_or_whatsapp,+9665•••••974,mobile in Google Maps,,,unchecked,9678,4.1,1,False,False,,B: no segment signal in name or category
m_958107be06,A_aesthetic_clinics,jeddah,مركز ميدورا دي لا سانتي الطبي ، Medora de la Santé Polyclinic Jeddah,A,83,,mobile_or_whatsapp,+9665•••••238,mobile in Google Maps,mds.lh,mds-lh.com,not_detected,57,4.9,1,False,True,medical: Risk review,
m_9583a12a7e,A_aesthetic_clinics,jeddah,Saudi Chinese Center for Chinese Acupuncture,A,85,,mobile_or_whatsapp,+9665•••••255,mobile in Google Maps,alhejinclinica,alhejinclinicsa.com,unchecked,1217,4.3,1,False,False,medical: Risk review; BNPL unchecked,
m_9637d79541,B_custom_furniture,riyadh,محل تفصيل ستائر وويفي و تنجيد كنبه,B,82,,mobile_or_whatsapp,+9665•••••802,mobile in Google Maps,,,unchecked,37,5,1,False,False,BNPL unchecked,
m_96e23a8a5e,A_aesthetic_clinics,jeddah,عيادات الجودة – التحلية,B,82,,mobile_or_whatsapp,,number on the merchant website (not stored),aljawdahclinics,aljawdahclinics.sa,competitor_only,1005,4.6,2,False,True,medical: Risk review,
m_97f8eb7fcd,B_custom_furniture,riyadh,تفصيل و تركيب ستائر مجالس,B,76,,mobile_or_whatsapp,+9665•••••685,mobile in Google Maps,,,unchecked,3,5,1,False,False,BNPL unchecked,
m_984b30306b,A_aesthetic_clinics,jeddah,د / علاء الاسعد Dr/Alaa Alassad,B,81,,mobile_or_whatsapp_and_name,+9665•••••254,mobile in Google Maps,,,unchecked,32,4.7,1,True,False,medical: Risk review; BNPL unchecked,
m_98b304dc2f,B_custom_furniture,jeddah,معرض التاج للديكور,,,,mobile_or_whatsapp,+9665•••••939,mobile in Google Maps,,,unchecked,44,4.2,1,False,False,,B: no segment signal in name or category
m_98de73825c,B_custom_furniture,riyadh,شركة فيكتوريا للستائر الرياض,A,85,,mobile_or_whatsapp,+9665•••••707,mobile in Google Maps,,,unchecked,131,4.9,1,False,False,BNPL unchecked,
m_99e38df8bc,B_custom_furniture,riyadh,تفصيل ستائر مجالس كنب,B,76,,mobile_or_whatsapp,+9665•••••978,mobile in Google Maps,,,unchecked,1,5,1,False,False,BNPL unchecked,
m_9a24c721c8,A_aesthetic_clinics,jeddah,مجمع عالية الفريد الطبي المتخصص جلدية - تجميل - ليزر - تقشير,C,55,,none,,,,,unchecked,20,1.8,1,False,False,medical: Risk review; BNPL unchecked,
m_9a2be19b4c,B_custom_furniture,riyadh,تفصيل ستائر ويفي وكنب,B,79,,mobile_or_whatsapp,+9665•••••095,mobile in Google Maps,,,unchecked,8,5,1,False,False,BNPL unchecked,
m_9a316ee30b,B_custom_furniture,jeddah,مفروشات اركان(لستاير و كنبات تفصيل و تنجيد),B,76,,mobile_or_whatsapp,+9665•••••645,mobile in Google Maps,,,unchecked,4,4.3,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_9b1231b26c,A_aesthetic_clinics,riyadh,Dr. Musa'ad Azallal Medical Center,B,67,,none,,,,drazallal.net,unchecked,2293,4.2,1,True,False,medical: Risk review; BNPL unchecked,
m_9b8cc1e586,B_custom_furniture,riyadh,كنب جديد جاهز,,,,mobile_or_whatsapp,+9665•••••379,mobile in Google Maps,,,unchecked,13,4.4,1,False,False,,B: no segment signal in name or category
m_9be3114a7c,B_custom_furniture,riyadh,جلسات كنب وستائر,B,76,,mobile_or_whatsapp,+9665•••••408,mobile in Google Maps,,,unchecked,1,5,1,False,False,BNPL unchecked,
m_9bf765f0d5,B_custom_furniture,riyadh,خزائن الابنوس,B,79,,mobile_or_whatsapp,+9665•••••860,mobile in Google Maps,,alabanos-sa.com,unchecked,9,5,1,False,False,BNPL unchecked,
m_9c4db1e86b,B_custom_furniture,riyadh,تفصيل ستائر و مجالس و كنب,A,89,,mobile_or_whatsapp,+9665•••••864,mobile in Google Maps,,curtainmajlissofa.com,not_detected,16,5,1,False,True,reserve: tied at the Top-list cutoff score,
m_9c51766164,B_custom_furniture,jeddah,Al-Amodi Carpet,,,,mobile_or_whatsapp,+9665•••••324,mobile in Google Maps,,,unchecked,88,4,1,False,False,,B: no segment signal in name or category
m_9cafbd07e4,A_aesthetic_clinics,riyadh,Chernobyl Lasertag,A,85,,mobile_or_whatsapp,+9665•••••081,mobile in Google Maps,chernobylarena,chernobylarena.com,unchecked,2423,4.9,1,False,False,medical: Risk review; BNPL unchecked,
m_9cb5f3588c,A_aesthetic_clinics,riyadh,DEMAS,B,67,,none,,,,,unchecked,1362,4.1,1,False,False,medical: Risk review; BNPL unchecked,
m_9d5d2b656a,A_aesthetic_clinics,riyadh,عياده دكتوره ساره علي دينار لطب وتجميل الأسنان,B,81,,mobile_or_whatsapp_and_name,+9665•••••468,mobile in Google Maps,,,unchecked,28,4.6,1,True,False,medical: Risk review; BNPL unchecked,
m_9daa3b9431,A_aesthetic_clinics,riyadh,عيادات سكاي كير Sky Care Clinics,A,85,,mobile_or_whatsapp,+9665•••••922,mobile in Google Maps,skycarecc,,unchecked,2022,4.6,1,False,False,medical: Risk review; BNPL unchecked,
m_9e673d46f8,B_custom_furniture,riyadh,تفصيل ستائر مجلس تنجيد كنب,A,85,,mobile_or_whatsapp,+9665•••••855,mobile in Google Maps,,,unchecked,41,4.9,1,False,False,BNPL unchecked,
m_9e9dd02bee,B_custom_furniture,riyadh,تفصيل ستاير و تلبيس كنب تفصيل ستاير ومجالس امريكي,B,82,,mobile_or_whatsapp,+9665•••••678,mobile in Google Maps,,,unchecked,26,5,1,False,False,BNPL unchecked,
m_9ef99551e5,B_custom_furniture,riyadh,تفصيل ستائر,A,83,,mobile_or_whatsapp,+9665•••••867,mobile in Google Maps,,mqawl-tfsyl-staer-wmjals.localo.site,not_detected,2,5,1,False,True,,
m_9f43e7eea0,B_custom_furniture,riyadh,تفصيل ستائر مجالس بانوراما,A,89,,mobile_or_whatsapp,+9665•••••294,mobile in Google Maps,,curtainsstoreriyadh.com,not_detected,15,4.9,1,False,True,reserve: tied at the Top-list cutoff score,
m_9f967b5185,B_custom_furniture,jeddah,مركز العرب تفصيل كنبات,B,70,,mobile_or_whatsapp,+9665•••••155,mobile in Google Maps,,,unchecked,0,,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_a043e5d7c1,B_custom_furniture,jeddah,ستائر الضيافة,B,76,,mobile_or_whatsapp,+9665•••••064,mobile in Google Maps,,,unchecked,6,4,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_a0f075f627,A_aesthetic_clinics,riyadh,عيادات سديل ( تجميل - جلدية - ليزر - بشره - اسنان ),B,79,,mobile_or_whatsapp,+9665•••••202,mobile in Google Maps,hayat.clinics,,unchecked,169,4.7,1,False,False,medical: Risk review; BNPL unchecked,
m_a0f1238795,A_aesthetic_clinics,jeddah,عيادات جرين دنت لتجميل وزراعة الأسنان Green Dent Dental Clinic,B,82,,mobile_or_whatsapp,+9665•••••607,mobile in Google Maps,green_dent_sa,greendent.com.sa,unchecked,760,4.7,1,False,False,medical: Risk review; BNPL unchecked,
m_a1bd9d1621,A_aesthetic_clinics,riyadh,مجمع عيادات الور الطبي حي التعاون Allure Clinics At Taawun,B,66,,other_phone,+9661•••••000,landline in Google Maps,,allureclinics.com,unchecked,1042,3.4,1,False,False,medical: Risk review; BNPL unchecked,
m_a1cf0c21f2,B_custom_furniture,jeddah,مفروشات كلاسيك للكنب تفصيل وتنجيد,B,76,,mobile_or_whatsapp,+9665•••••000,mobile in Google Maps,,,unchecked,2,5,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_a229a314f8,B_custom_furniture,riyadh,تفصيل للستائر و المجالس,B,77,,mobile_or_whatsapp,+9665•••••654,mobile in Google Maps,,curtain-sofa-riyadh.com,not_detected,0,,1,False,True,,
m_a2f4c50619,C_salla_zid_d2c,,جرام للعود والدهن الطبيعي,,,,none,,,,,unchecked,0,,0,False,False,,segment rejected: bnpl_saturation
m_a3533f8230,B_custom_furniture,riyadh,مفروشات السلوم تفصيل المجالس وستائر,B,82,,mobile_or_whatsapp,+9665•••••692,mobile in Google Maps,,curtainfurnitureriyadh.com,unchecked,14,5,1,False,False,BNPL unchecked,
m_a383e4595b,A_aesthetic_clinics,jeddah,عيادة الدكتورة رحاب الحربي | جلدية، تجميل، ليزر,B,81,,mobile_or_whatsapp_and_name,+9665•••••929,mobile in Google Maps,dr.rehabalharbi,drrehabalharbi.com,unchecked,14,4.4,1,True,False,medical: Risk review; BNPL unchecked,
m_a389a2d493,B_custom_furniture,riyadh,تفصیل ستائر و تنجید کنب مجالس عربیہ‎,B,82,,mobile_or_whatsapp,+9665•••••618,mobile in Google Maps,,al-riyadhcurtains.com,unchecked,26,4.8,1,False,False,BNPL unchecked,
m_a38d9bd6af,B_custom_furniture,riyadh,مفروشات وستائر ومجالس الدرعية,B,82,,mobile_or_whatsapp,+9665•••••699,mobile in Google Maps,,,unchecked,35,4.3,1,False,False,BNPL unchecked,
m_a3c436251f,B_custom_furniture,jeddah,غزاله للأثاث (Ghazala sofa),,,,mobile_or_whatsapp,+9665•••••017,mobile in Google Maps,,,unchecked,67,4,1,False,False,,B: no segment signal in name or category
m_a46f071849,A_aesthetic_clinics,riyadh,عيادة دكتورة إيمان ابراهيم لطب الاسنان,B,81,,mobile_or_whatsapp_and_name,+9665•••••015,mobile in Google Maps,,,unchecked,134,4.5,1,True,False,medical: Risk review; BNPL unchecked,
m_a4cf766783,B_custom_furniture,jeddah,تفصل وتنجيدجميع أنواع الستائروالكنب,B,70,,mobile_or_whatsapp,+9665•••••507,mobile in Google Maps,,,unchecked,1,1,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_a4f3c5fb49,B_custom_furniture,riyadh,تفصيل كنب ستائر ومجالس العرض,B,76,,mobile_or_whatsapp,+9665•••••613,mobile in Google Maps,,,unchecked,3,5,1,False,False,BNPL unchecked,
m_a50b8c49bf,B_custom_furniture,jeddah,الحريبي للستائر فرع 2,B,76,,mobile_or_whatsapp,+9665•••••218,mobile in Google Maps,,,unchecked,2,5,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_a560d03d5f,C_salla_zid_d2c,,عبايات سوداء,,,,mobile_or_whatsapp,,number on the merchant website (not stored),,,not_detected,0,,0,False,False,,segment rejected: bnpl_saturation
m_a60510dd8a,C_salla_zid_d2c,,عطور رجاليه,,,,mobile_or_whatsapp,,number on the merchant website (not stored),,,not_detected,0,,0,False,False,,segment rejected: bnpl_saturation
m_a6d530aaa1,B_custom_furniture,riyadh,Darb Al Saadah Furniture,,,,mobile_or_whatsapp,+9665•••••966,mobile in Google Maps,,,unchecked,29,4.4,1,False,False,,B: no segment signal in name or category
m_a720464c51,B_custom_furniture,riyadh,تفصيل ستائر العويس تفصيل كنب العويس تنجيد كنب العويس,B,82,,mobile_or_whatsapp,+9665•••••850,mobile in Google Maps,custommade_sofas_in_alawais_cu,,unchecked,18,4.9,1,False,False,BNPL unchecked,
m_a73ffab6a1,A_aesthetic_clinics,jeddah,Diamond Eternity medical specialist compound,,,,mobile_or_whatsapp,+9665•••••108,mobile in Google Maps,,,unchecked,144,3.7,1,False,False,,A: no segment signal in name or category
m_a74005ab13,A_aesthetic_clinics,jeddah,pioneer care clinic - مجمع عناية الرواد,,,,mobile_or_whatsapp,+9665•••••621,mobile in Google Maps,pioneercarepcc,,unchecked,605,4.5,1,False,False,,A: no segment signal in name or category
m_a76b5c9756,B_custom_furniture,riyadh,تيكستورا هوم للستائر والديكورات,,,,mobile_or_whatsapp,+9665•••••865,mobile in Google Maps,,texturahome.sa,tabby,112,4.9,1,False,False,,already Tabby merchant
m_a7757dfe2b,B_custom_furniture,riyadh,تفصيل ستار ومجالس,B,82,,mobile_or_whatsapp,+9665•••••776,mobile in Google Maps,,,unchecked,35,4.9,1,False,False,BNPL unchecked,
m_a793a751cf,A_aesthetic_clinics,riyadh,Levantalo clinics,,,,instagram,+9661•••••229,Instagram,levantaloclinic,,unchecked,759,4.5,1,False,False,,A: no segment signal in name or category
m_a7e156fd72,A_aesthetic_clinics,riyadh,مركز كيان الرياض الطبي,B,79,,mobile_or_whatsapp,,number on the merchant website (not stored),kayan_clinic,kayanclinic.sa,generic_installment,1890,4.4,1,False,True,medical: Risk review,
m_a802386dad,B_custom_furniture,riyadh,ستائر المجلس,B,82,,mobile_or_whatsapp,+9665•••••568,mobile in Google Maps,,curtainsmajlis.com,unchecked,18,4.8,1,False,False,BNPL unchecked,
m_a815e2af05,B_custom_furniture,jeddah,الرواد للأعمال الخشبية,,,,mobile_or_whatsapp,+9665•••••957,mobile in Google Maps,,alruaad.com,unchecked,8,4.6,1,False,False,,B: no segment signal in name or category
m_a877f867e4,A_aesthetic_clinics,riyadh,Almuhaidb Medical Complex,A,86,,mobile_or_whatsapp,+9665•••••957,mobile in Google Maps,almuhaidibdental,almuhaidibclinics.com,not_detected,483,4.1,1,False,True,medical: Risk review,
